Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
Inst.1986.1,FALSE,TRUE,512,American Decorative Arts,Bible,Bible,British,,,,,Maker|Printer,Printed by,George Edward Eyre|William Spottiswoode,"British, 1818–1887",,"Eyre, George Edward|Spottiswoode, William",British,1818,1887      |9999,1847,1847,1847,Paper with composition covers,6 x 3 1/2 x 2 in. (15.2 x 8.9 x 5.1 cm),"Gift of Daniel M. C. Hopping, 1986",Made in,London,,,England,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/512,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
54.186,FALSE,TRUE,513,American Decorative Arts,Bible,Bible,,,,,,Printer,Printed by,John Hays,,,"Hays, John",,,9999,1674 edition,1674,1674,"Paper, leather",17 1/8 x 11 1/4 in. (43.5 x 28.6 cm),"Anonymous Gift, 1954",Made in,Cambridge,,,England,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/513,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
35.62,FALSE,FALSE,514,American Decorative Arts,Bible,Bible,American,,,,,Publisher,Published by,Hodge and Campbell,"American, New York",,Hodge and Campbell,American,,,1792,1792,1792,Paper,16 3/4 x 10 1/4 in. (42.5 x 26 cm),"Rogers Fund, 1935",Made in,,,,United States,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/514,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
24.209,FALSE,FALSE,515,American Decorative Arts,Bible,Bible,,,,,,Publisher,Published by,Jacob and Hendrick Keur,,,"Keur, Jacob and Hendrick",,,9999,1744,1744,1744,"Paper, leather, brass",13 5/8 x 9 in. (34.6 x 22.9 cm),"Gift of Mrs. J. Insley Blair, 1924",Made in,,,,Netherlands,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/515,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
58.51,FALSE,TRUE,516,American Decorative Arts,Bible,Bible,,,,,,Publisher|Publisher,Published by,Pieter Keur|Pieter Rotterdam and Company,,,"Keur, Pieter|Rotterdam and Company Pieter",,,9999      |9999,1716 or 1719 (edition),1716,1719,"Paper, leather, brass",14 x 9 1/2 in. (35.6 x 24.1 cm),"Gift of Estate of George M. Hall, 1958",Made in|Made in,Dordrecht|Amsterdam,,,Netherlands|Netherlands,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/516,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
62.233.7,FALSE,TRUE,517,American Decorative Arts,Bill holder,Bill Holder,American,,,,,Designer|Maker,Designed by,Louis Comfort Tiffany|Tiffany Studios,"American, New York 1848–1933 New York|1902–32",,"Tiffany, Louis Comfort|Tiffany Studios ",American,1848      |1902,1933      |1932,ca. 1910–20,1907,1920,"Favrile glass, bronze",7 1/8 x 3 7/16 x 3 7/16 in. (18.1 x 8.7 x 8.7 cm),"Gift of Mrs. H. S. Mesick, 1962",Made in,New York,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/517,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1985.24,FALSE,TRUE,519,American Decorative Arts,Fountain,Bird Fountain,American,,,,,Maker,,Boston & Sandwich Glass Company,"American, 1825–1888, Sandwich, Massachusetts",,Boston and Sandwich Glass Company ,,1825,1888,1820–40,1820,1840,"Lead glass, blown molded",5 1/4 x 3 1/4 in. (13.3 x 8.3 cm),"Purchase, Judith F. and William H. Hernstadt Gift, 1985",Made in,Sandwich,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/519,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
14.36.4,FALSE,FALSE,520,American Decorative Arts,Figure,Bird Figure,American,,,,,,,,,,,,,,1800–1900,1800,1900,Parian porcelain,H. 1 3/4 in. (4.4 cm); Diam. 2 in. (5.1 cm),"Rogers Fund, 1914",Made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/520,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
47.90.130,FALSE,TRUE,521,American Decorative Arts,Figure,Figure of a Bird,American,,,,,Maker,,United States Pottery Company,1852–58,,United States Pottery Company ,,1852,1852,1852–58,1852,1858,Parian porcelain,H. 1 3/4 in. (4.4 cm); Diam. 2 in. (5.1 cm),"Gift of Dr. Charles W. Green, 1947",Made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/521,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1987.401,FALSE,TRUE,522,American Decorative Arts,Birdhouse,Birdhouse,American,,,,,Maker,,Miller Iron Company,,,Miller Iron Company ,,,9999,1868,1868,1868,Cast iron,12 1/2 x 17 x 12 1/4 in. (31.8 x 43.2 x 31.1 cm),"Gift of Millard and Carol Lincoff Prisant, 1987",Made in,Providence,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/522,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
34.100.61,FALSE,TRUE,523,American Decorative Arts,"Birth and baptismal certificate, Fraktur",Birth and Baptismal Certificate,American,,,,,,,,,,,,,,1780,1780,1780,Ink and watercolor on paper,13 7/8 x 16 7/8 in. (35.2 x 42.9 cm),"Gift of Mrs. Robert W. de Forest, 1933",Made in,,Chester County,Chester County,United States,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/523,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
34.100.62,FALSE,TRUE,524,American Decorative Arts,"Birth and baptismal certificate, Fraktur",Birth and Baptismal Certificate,American,,,,,,,,,,,,,,1789,1789,1789,Ink and watercolor on paper,17 x 13 1/2 in. (43.2 x 34.3 cm),"Gift of Mrs. Robert W. de Forest, 1933",Made in,,Northhampton County,Northhampton County,United States,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/524,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
34.100.64,FALSE,TRUE,525,American Decorative Arts,"Birth and baptismal certificate, Fraktur",Birth and Baptismal Certificate,American,,,,,,,,,,,,,,1795,1795,1795,Watercolor and iron gall ink on off-white laid paper,12 1/4 x 14 3/4 in. (31.1 x 37.5 cm),"Gift of Mrs. Robert W. de Forest, 1933",Made in,,Dauphin County,Dauphin County,United States,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/525,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
34.100.67,FALSE,TRUE,526,American Decorative Arts,"Birth and baptismal certificate, Fraktur",Birth and Baptismal Certificate,American,,,,,,,,,,,,,,1787,1787,1787,Ink and watercolor on paper,12 1/4 x 16 1/2 in. (31.1 x 41.9 cm),"Gift of Mrs. Robert W. de Forest, 1933",Made in,,Chester County,Chester County,United States,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/526,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
34.100.69,FALSE,TRUE,527,American Decorative Arts,"Birth and baptismal certificate, Fraktur",Birth and Baptismal Certificate,American,,,,,,,,,,,,,,1810,1810,1810,Ink and watercolor on paper,12 1/2 x 14 1/2 in. (31.8 x 36.8 cm),"Gift of Mrs. Robert W. de Forest, 1933",Made in,,Dauphin County,Dauphin County,United States,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/527,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
34.100.70,FALSE,TRUE,528,American Decorative Arts,"Birth and baptismal certificate, Fraktur",Birth and Baptismal Certificate,American,,,,,,,,,,,,,,1822,1822,1822,Ink and watercolor on paper,12 3/8 x 15 5/8 in. (31.4 x 39.7 cm),"Gift of Mrs. Robert W. de Forest, 1933",Made in,,Lebanon County,Lebanon County,United States,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/528,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
34.100.221,FALSE,TRUE,529,American Decorative Arts,"Birth and baptismal certificate, Fraktur",Birth and Baptismal Certificate,American,,,,,,,,,,,,,,1784,1784,1784,Ink and watercolor on paper,13 1/2 x 16 1/4 in. (34.3 x 41.3 cm),"Gift of Mrs. Robert W. de Forest, 1933",Made in,,Northhampton County,Northhampton County,United States,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/529,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
44.109.7,FALSE,TRUE,530,American Decorative Arts,"Birth and baptismal certificate, Fraktur",Birth and Baptismal Certificate,American,,,,,,,,,,,,,,1802,1802,1802,"Watercolor, gum arabic, and iron gall ink on off-white laid paper",12 15/16 x 15 15/16 in. (32.9 x 40.5 cm),"Rogers Fund, 1944",Made in,,Berks County,Berks County,United States,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/530,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
59.35.1,FALSE,TRUE,531,American Decorative Arts,"Birth and baptismal certificate, Fraktur",Birth and Baptismal Certificate,American,,,,,,,,,,,,,,1769,1769,1769,Ink and watercolor on paper,13 1/4 x 15 3/4 in. (33.7 x 40 cm),"Rogers Fund, 1959",Made in,,Lancaster County,Lancaster County,United States,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/531,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
34.100.63,FALSE,TRUE,532,American Decorative Arts,"Birth and baptismal certificate, Fraktur",Birth and Baptismal Certificate,American,,,,,Maker|Maker,Attributed to|Possibly,Henrich Dulhauer|Johann Heinrich Otto,ca. 1733–ca. 1800,,"Dulhauer, Henrich|Otto, Johann Heinrich",,1730,9999      |1800,1784,1784,1784,Ink and watercolor on paper,13 1/2 x 17 in. (34.3 x 43.2 cm),"Gift of Mrs. Robert W. de Forest, 1933",Made in,,Lancaster County,Lancaster County,United States,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/532,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
59.35.2,FALSE,FALSE,533,American Decorative Arts,"Birth and baptismal certificate, Fraktur",Birth and Baptismal Certificate,American,,,,,Maker,,Friederich Krebs,died 1815,,"Krebs, Friederich",,1765,1815,1803,1803,1803,Ink and watercolor on paper,12 5/8 x 15 3/4 in. (32.1 x 40 cm),"Rogers Fund, 1959",Made in,,,,United States,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/533,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
34.100.66,FALSE,TRUE,534,American Decorative Arts,"Birth and baptismal certificate, Fraktur",Birth and Baptismal Certificate,American,,,,,Maker,,Johann Heinrich Otto,ca. 1733–ca. 1800,,"Otto, Johann Heinrich",,1730,1800,1782,1782,1782,Ink and watercolor on paper,12 5/8 x 15 3/4 in. (32.1 x 40 cm),"Gift of Mrs. Robert W. de Forest, 1933",Made in,,Lancaster County,Lancaster County,United States,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/534,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1974.155.3,FALSE,TRUE,535,American Decorative Arts,"Certificate, Fraktur",Birth and baptismal certificate,American,,,,,Maker,,Johann Heinrich Otto,ca. 1733–ca. 1800,,"Otto, Johann Heinrich",,1730,1800,1786,1786,1786,Watercolor on paper,13 1/4 x 16 1/4 in. (33.7 x 41.3 cm),"Gift of Rev. Charles Trexler, 1974",Made in,,Northhampton County,Northhampton County,United States,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/535,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
34.100.71,FALSE,TRUE,536,American Decorative Arts,"Birth and baptismal certificate, Fraktur",Birth and Baptismal Certificate,American,,,,,Maker,,Johan Zug,,,"Zug, Johan",,,9999,1788,1788,1788,Ink and watercolor on paper,12 x 15 1/2 in. (30.5 x 39.4 cm),"Gift of Mrs. Robert W. de Forest, 1933",Made in,,Lancaster County,Lancaster County,United States,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/536,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
34.100.73,FALSE,TRUE,537,American Decorative Arts,"Birth certificate, Fraktur",Birth Certificate,American,,,,,,,,,,,,,,1800,1800,1800,Ink and watercolor on paper,8 5/8 x 13 3/4 in. (21.9 x 34.9 cm),"Gift of Mrs. Robert W. de Forest, 1933",Made in,,Lancaster County,Lancaster County,United States,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/537,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
34.100.80,FALSE,TRUE,538,American Decorative Arts,"Birth certificate, Fraktur",Birth Certificate,American,,,,,,,,,,,,,,1808,1808,1808,Ink and watercolor on paper,11 1/2 x 9 in. (29.2 x 22.9 cm),"Gift of Mrs. Robert W. de Forest, 1933",Made in,,,,United States,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/538,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
34.100.68,FALSE,TRUE,539,American Decorative Arts,"Birth, baptismal and marriage certificate, Fraktur","Birth, Baptismal, and Marriage Certificate",American,,,,,,,,,,,,,,1819,1819,1819,Ink and watercolor on paper,12 x 15 1/8 in. (30.5 x 38.4 cm),"Gift of Mrs. Robert W. de Forest, 1933",Made in,,Northhampton County,Northhampton County,United States,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/539,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
"46.140.784a, b",FALSE,TRUE,540,American Decorative Arts,Bitters bottle,Bitters Bottle,American,,,,,,,,,,,,,,1850–60,1850,1860,"Pressed glass, diamond thumbprint",H. 8 1/2 in. (21.6 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Probably made in,Pittsburgh,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/540,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
"46.140.804a, b",FALSE,TRUE,541,American Decorative Arts,Bitters bottle,Bitters Bottle,American,,,,,,,,,,,,,,1860–70,1860,1870,Pressed glass,H. 7 1/4 in. (18.4 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/541,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
46.140.99,FALSE,TRUE,542,American Decorative Arts,Bitters bottle,Bitters Bottle,American,,,,,Maker,,"Bakewell, Pears and Company",1836–1882,,"Bakewell, Pears and Company ",,1836,1882,1850–70,1850,1870,Pressed glass,H. 6 9/16 in. (16.7 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,Pittsburgh,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/542,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1971.180.40,FALSE,FALSE,543,American Decorative Arts,Desk,Desk,American,,,,,,,,,,,,,,1760–90,1760,1790,"Mahogany, white pine",44 1/2 x 46 x 25 in. (113 x 116.8 x 63.5 cm),"Bequest of Flora E. Whiting, 1971",Made in,Boston,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/543,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
18.110.58,FALSE,TRUE,544,American Decorative Arts,Desk,Desk,American,,,,,Maker,,Benjamin Burnham,ca. 1729–1773,,"Burnham, Benjamin",,1726,1773,1769,1769,1769,"Cherry, white pine, tulip poplar",49 3/4 x 44 1/2 x 24 1/2 in. (126.4 x 113 x 62.2 cm),"John Stewart Kennedy Fund, 1918",Made in,Colchester,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/544,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
62.233.5,FALSE,TRUE,545,American Decorative Arts,Blotter,Blotter,American,,,,,Designer|Maker,Designed by,Louis Comfort Tiffany|Tiffany Studios,"American, New York 1848–1933 New York|1902–32",,"Tiffany, Louis Comfort|Tiffany Studios ",American,1848      |1902,1933      |1932,ca. 1910–20,1907,1920,"Favrile glass, bronze",1 15/16 x 5 13/16 x 3 in. (4.9 x 14.8 x 7.6 cm),"Gift of Mrs. H. S. Mesick, 1962",Made in,New York,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/545,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1974.214.11,FALSE,TRUE,546,American Decorative Arts,Blotter,Blotter,American,,,,,Designer|Maker,Designed by,Louis Comfort Tiffany|Tiffany Studios,"American, New York 1848–1933 New York|1902–32",,"Tiffany, Louis Comfort|Tiffany Studios ",American,1848      |1902,1933      |1932,after 1909,1910,1919,Bronze,18 1/4 x 12 1/8 in. (46.4 x 30.8 cm),"Gift of Mr. and Mrs. Hugh J. Grant, 1974",Made in,New York,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/546,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
"62.233.19a, b",FALSE,TRUE,547,American Decorative Arts,Blotter holders,Pair of Blotter Holders,American,,,,,Designer|Maker,Designed by,Louis Comfort Tiffany|Tiffany Studios,"American, New York 1848–1933 New York|1902–32",,"Tiffany, Louis Comfort|Tiffany Studios ",American,1848      |1902,1933      |1932,ca. 1910–20,1907,1920,Bronze,H. 19 1/16 in. (48.4 cm),"Gift of Mrs. H. S. Mesick, 1962",Made in,New York,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/547,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1985.40.14,FALSE,FALSE,548,American Decorative Arts,Bobbin and thread,Bobbin and Thread,"American, Shaker",,,,,,,,,,,,,,1800–1900,1800,1900,"Wood; Maple, thread",3 15/16 x 11/16 in. (10 x 1.7 cm),"Gift of Mrs. G. James Fawcett, in memory of John S. Rudd, 1985",Made in,New Lebanon,,,United States,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/548,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1977.88,FALSE,TRUE,549,American Decorative Arts,Bobeche,Bobeche,American,,,,,Maker,,Myer Myers,1723–1795,,"Myers, Myer",American,1723,1795,1755–60,1755,1760,Silver,Dimensions unavailable,"Sansbury-Mills Fund, 1977",Made in,New York,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/549,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
41.160.359a–c,FALSE,TRUE,550,American Decorative Arts,"Bolt, nut, and washer","Bolt, Nut, and Washer",,,,,,,,,,,,,,,1700–1800,1700,1800,Brass,H. 5 1/4 in. (13.3 cm),"Bequest of W. Gedney Beatty, 1941",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/550,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1981.356,FALSE,FALSE,551,American Decorative Arts,Bonnet,Bonnet,"American, Shaker",,,,,,,,,,,,,,1800–1900,1800,1900,Straw,Dimensions unavailable,"Purchase, Anonymous Gift, 1981",Made in,Enfield,,,United States,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/551,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1985.40.6,FALSE,FALSE,552,American Decorative Arts,Bonnet,Bonnet,"American, Shaker",,,,,,,,,,,,,,1800–1900,1800,1900,Palm leaf,10 1/2 x 8 in. (26.7 x 20.3 cm),"Gift of Mrs. G. James Fawcett, in memory of John S. Rudd, 1985",Made in,New Lebanon,,,United States,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/552,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
14.11.3,FALSE,TRUE,553,American Decorative Arts,Flask,Flask,American,,,,,Maker,Probably,United States Pottery Company,1852–58,,United States Pottery Company ,,1852,1852,ca. 1853–58,1850,1858,Mottled brown earthenware,7 5/8 x 5 5/8 in. (19.4 x 14.3 cm),"Rogers Fund, 1914",Probably made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/553,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
40.150.310,FALSE,TRUE,554,American Decorative Arts,Flask,Book flask,American,,,,,Maker,,United States Pottery Company,1852–58,,United States Pottery Company ,,1852,1852,ca. 1849–58,1846,1858,Mottled brown earthenware,H. 10 3/4 in. (27.3 cm),"Bequest of Constance R. Brown, 1939",Made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/554,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1984.395.12,FALSE,TRUE,555,American Decorative Arts,Flask,Book flask,American,,,,,Maker,,United States Pottery Company,1852–58,,United States Pottery Company ,,1852,1852,1849,1849,1849,Mottled brown earthenware,H. 6 in. (15.2 cm),"Gift of Mrs. Stanley Herzman, 1984",Made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/555,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
39.184.49,FALSE,TRUE,556,American Decorative Arts,Book,"Book of Common Prayer, Bible, and Book of Psalms",British,,,,,,,,,,,,,,1715–28,1715,1728,Paper,H. 17 1/8 in. (43.5 cm),"Gift of James DeLancey Verplanck and John Bayard Rodgers Verplanck,  1939",Made in,,,,England,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/556,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
67.262.1a–c,FALSE,TRUE,559,American Decorative Arts,Bookcase,Bookcase,American,,,,,,,,,,,,,,1835–50,1835,1850,"Mahogany, pine",91 1/4 x 49 x 27 3/8 in. (231.8 x 124.5 x 69.5 cm),"Gift of John C. Cattus, 1967",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/559,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1977.310.1,FALSE,TRUE,560,American Decorative Arts,Bookcase,Bookcase,American,,,,,,,,,,,,,,ca. 1855,1852,1855,"Oak, pine",95 1/2 x 60 x 22 in. (242.6 x 152.4 x 55.9 cm),"Sansbury-Mills Fund, 1977",Made in,,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/560,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1977.310.2,FALSE,TRUE,561,American Decorative Arts,Bookcase,Bookcase,American,,,,,,,,,,,,,,ca. 1855,1852,1855,"Oak, pine",95 1/2 x 60 x 21 1/2 in. (242.6 x 152.4 x 54.6 cm),"Sansbury-Mills Fund, 1977",Made in,,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/561,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
46.67.2,FALSE,TRUE,562,American Decorative Arts,Bookend,Bookend,British (American market),,,,,,,,,,,,,,1800–1830,1800,1830,"Earthenware, lusterware",6 1/2 x 7 in. (16.5 x 17.8 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,Staffordshire,Staffordshire,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/562,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
46.140.669,FALSE,TRUE,564,American Decorative Arts,Sculpture,Boot with Spur,American,,,,,Maker,,"Challinor, Taylor and Company",1866–1891,,"Challinor, Taylor and Company ",,1866,1891,1870–90,1870,1890,Pressed purple marble glass,H. 3 1/2 in. (8.9 cm); Diam. 2 1/16 in. (5.2 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,Tarentum,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/564,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
46.140.670,FALSE,TRUE,565,American Decorative Arts,Sculpture,Boot with Spur,American,,,,,Maker,,"Challinor, Taylor and Company",1866–1891,,"Challinor, Taylor and Company ",,1866,1891,1870–90,1870,1890,Pressed purple marble glass,H. 3 1/2 in. (8.9 cm); Diam. 2 1/16 in. (5.2 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,Tarentum,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/565,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1970.100.7,FALSE,TRUE,566,American Decorative Arts,Tile,Border Tile,American,,,,,Maker,,J. and J. G. Low Art Tile Works,1877–1907,,Low Art Tile Works J. and J. G.,,1877,1907,ca. 1881,1878,1881,Earthenware,2 1/8 x 6 x 3/8 in. (5.4 x 15.2 x 1 cm),"Funds from various donors, 1970",Made in,Chelsea,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/566,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1970.100.8,FALSE,TRUE,567,American Decorative Arts,Tile,Border Tile,American,,,,,Maker,,J. and J. G. Low Art Tile Works,1877–1907,,Low Art Tile Works J. and J. G.,,1877,1907,1881–84,1881,1884,Earthenware,2 3/16 x 6 1/8 x 3/8 in. (5.6 x 15.6 x 1 cm),"Funds from various donors, 1970",Made in,Chelsea,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/567,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1970.100.9,FALSE,TRUE,568,American Decorative Arts,Tile,Border Tile,American,,,,,Maker,,J. and J. G. Low Art Tile Works,1877–1907,,Low Art Tile Works J. and J. G.,,1877,1907,ca. 1885,1882,1885,Earthenware,2 3/16 x 6 3/16 x 7/16 in. (5.6 x 15.7 x 1.1 cm),"Funds from various donors, 1970",Made in,Chelsea,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/568,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1970.100.10,FALSE,TRUE,569,American Decorative Arts,Tile,Border Tile,American,,,,,Maker,,J. and J. G. Low Art Tile Works,1877–1907,,Low Art Tile Works J. and J. G.,,1877,1907,ca. 1885,1882,1885,Earthenware,2 3/16 x 6 1/8 x 7/16 in. (5.6 x 15.6 x 1.1 cm),"Funds from various donors, 1970",Made in,Chelsea,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/569,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1970.100.11,FALSE,TRUE,570,American Decorative Arts,Tile,Border Tile,American,,,,,Maker,,J. and J. G. Low Art Tile Works,1877–1907,,Low Art Tile Works J. and J. G.,,1877,1907,1881,1881,1881,Earthenware,2 3/16 x 6 1/8 x 3/8 in. (5.5 x 15.6 x 1 cm),"Funds from various donors, 1970",Made in,Chelsea,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/570,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
1970.100.12,FALSE,TRUE,571,American Decorative Arts,Tile,Border Tile,American,,,,,Maker,,J. and J. G. Low Art Tile Works,1877–1907,,Low Art Tile Works J. and J. G.,,1877,1907,ca. 1885,1882,1885,Earthenware,2 1/8 x 6 x 5/16 in. (5.4 x 15.2 x 0.8 cm),"Funds from various donors, 1970",Made in,Chelsea,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/571,5/14/2018 8:00:02 AM,"Metropolitan Museum of Art, New York, NY"
